2713049,5996,0.956
3114167,5666,0.677
3115833,5995,0.847
3246984,5735,0.973
3342970,6167,1.064
3351888,5717,1.057
3453214,5733,0.77
5456651,4980,0.734
6862328,5796,0.871
10811496,5853,0.868
10848459,5795,0.803
10854555,6031,1.046
10872983,6046,0.972
10875245,5851,1.411
11493732,6144,1.091
11507101,5957,0.971
11754553,3898,0.54
11812062,5492,0.812
11818800,5446,0.781
11853255,3741,0.45
11904151,5627,1.056
12404086,5127,0.775
12470844,5354,0.788
12644822,5795,0.919
